1,Основы экономики и технологии предприятий нефтегазовой отрасли,online,https://moodle.surgu.ru/course/view.php?id=10845,https://meet.google.com/fqh-edjg-dxy
2,День самостоятельной работы,online,None,None
3,Модели и инструменты интеграции информационных систем,online,https://moodle.surgu.ru/course/view.php?id=10846,https://meet.google.com/fqh-edjg-dxy
4,Управление неструктурированной информацией,online,https://moodle.surgu.ru/course/view.php?id=10812,https://meet.google.com/fqh-edjg-dxy
5,Учебная практика научно-исследовательская работа,online,https://moodle.surgu.ru/course/view.php?id=10444,None
6,Искусственный интеллект в бизнес моделях,online,https://moodle.surgu.ru/course/view.php?id=10575,None
7,Управление IT проектами,online,https://moodle.surgu.ru/course/view.php?id=10847,None
8,Онтология и моделирование бизнес процессов,online,https://moodle.surgu.ru/course/view.php?id=10848,None
